corte_denue,id,clee,nom_estab,raz_social,clave_norm,codigo_act,nombre_act,per_ocu,estrato_min,cod_postal,cve_ent,entidad,cve_mun,municipio,localidad,nomb_asent,nom_vial,numero_ext,dominio_correo,www,latitud,longitud,fecha_alta,sitios_nacionales,piso_aplicado,motivo_ingreso,es_punto_venta,excluido_por
2026-05,6421024,19039311520000562100008152S7,HELADOS SULTANA HEB LA PUERTA,HELADOS SULTANA DE MONTERREY,HELADOS SULTANA DE MONTERREY,311520,Elaboración de helados y paletas,101 a 250 personas,101,66358,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,CUMBRES DE SANTA CATARINA,MONTERREY-SALTILLO,2640,,,25.68502405,-100.48567413,2010-07,,51,piso_estrato,si,punto de venta: HEB (HEB)
2026-05,9389960,19048311993000046001000000U1,INSTANT FOODS DE MEXICO,INSTANT FOODS DE MEXICO,INSTANT FOODS DE MEXICO,311993,Elaboración de alimentos frescos para consumo inmediato,251 y más personas,251,66376,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,EL LECHUGAL,GALEANA,357,instantfoods.com,WWW.INSTANTSFOODS.COM,25.66876218,-100.4466746,2022-11,,101,piso_estrato,no,
2026-05,6767668,19048311340000143001000000U0,KIDSKAN,KIDSKAN,KIDSKAN,311340,"Elaboración de dulces, chicles y productos de confitería que no sean de chocolate",31 a 50 personas,31,66360,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,MONTE DE LOS OLIVOS INDUSTRIAL,MONTE DE LOS OLIVOS,398,kidskan.net,,25.68161583,-100.44822808,2016-10,,101,pendiente_rescate,no,
2026-05,6420655,19048311940000026000000000U4,MEGA ALIMENTOS,MEGA ALIMENTOS,MEGA ALIMENTOS,311940,Elaboración de condimentos y aderezos,251 y más personas,251,66350,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,NINGUNO,ANTIGUO CAMINO A VILLA DE GARCÍA,111,megaalimentos.com,WWW.MEGAALIMENTOS.COM,25.68873001,-100.47159709,2010-07,,101,piso_estrato,no,
2026-05,6367335,19048311910000087000008494S9,BOKADOS PLANTA SANTA CATARINA,NACIONAL DE ALIMENTOS Y HELADOS,NACIONAL DE ALIMENTOS Y HELADOS,311910,Elaboración de botanas,251 y más personas,251,66367,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,NORBERTO AGUIRRE PLANCARES,SAN PEDRO,200,arcacontal.com,,25.69086953,-100.46944857,2010-07,,101,piso_estrato,no,
2026-05,2958026,19048311910000094001017366M5,PALMEX ALIMENTOS,PALMEX ALIMENTOS,PALMEX ALIMENTOS,311910,Elaboración de botanas,251 y más personas,251,66350,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,EL LECHUGAL,FRANCISCO I. MADERO,145,palmex.com,,25.67230965,-100.44465068,2014-12,,101,piso_estrato,no,
2026-05,6366072,19048311340000076001000000U2,PRODUCTORA Y COMERCIALIZADORA DE PRODUCTOS,PRODUCTORA Y COMERCIALIZADORA DE PRODUCTOS,PRODUCTORA Y COMERCIALIZADORA DE PRODUCTOS,311340,"Elaboración de dulces, chicles y productos de confitería que no sean de chocolate",251 y más personas,251,66370,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,INDUSTRIAL DEL PONIENTE KALOS,ZEUS,1105,zumbapica.com,WWW.ZUMBAPICA.COM,25.68782112,-100.48166054,2010-07,,101,piso_estrato,no,
2026-05,6367341,19048311340000086001000000U1,PRODUCTOS INDY,PRODUCTOS INDY,PRODUCTOS INDY,311340,"Elaboración de dulces, chicles y productos de confitería que no sean de chocolate",51 a 100 personas,51,66358,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,MARTEL,MARTELL,403,productosindy.com.mx,WWW.PRODUCTOSINDY.COM.MX,25.69042538,-100.47891496,2010-07,,101,pendiente_rescate,no,
2026-05,9334865,19048326193000136011000000U0,SPRAYLAB,SPRAYLAB,SPRAYLAB,311222,Elaboración de aceites y grasas vegetales comestibles,251 y más personas,251,66367,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,PARQUE INDUSTRIAL LA PUERTA,LAS TORRES,1533,spraylab.com.mx,WWW.ACEITESMAEVA.COM,25.69669126,-100.48540288,2021-05,,101,piso_estrato,no,
2026-05,10927427,19048311421000026000000000U5,TIA OFILIA,TIA OFILIA,TIA OFILIA,311421,Deshidratación de frutas y verduras,101 a 250 personas,101,66358,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,RESIDENCIAL DE LA SIERRA,ALBORADA,,,,25.67964757,-100.48304255,2024-11,,101,piso_estrato,no,
2026-05,9900843,19048311212000034000000000U2,MORAMA,VETELI,VETELI,311820,Elaboración de galletas y pastas para sopa,31 a 50 personas,31,66357,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,MARFER,ARTURO MARTINEZ CALZADO,218,morama.mx,WWW.MORAMA.COM,25.69327962,-100.48196365,2024-11,,101,pendiente_rescate,no,
2026-05,6269473,19050311110000014001000000U6,INTEGRADORA REGIOENGORDAS,INTEGRADORA REGIOENGORDAS,INTEGRADORA REGIOENGORDAS,311110,Elaboración de alimentos para animales,51 a 100 personas,51,65450,19,Nuevo León,050,Vallecillo,Regioengorda,REGIO ENGORDA,SABINAS A PARAS KM 34,,regioengordas.com.mx,,26.48452981,-99.87154217,2014-12,,101,pendiente_rescate,no,
