corte_denue,id,clee,nom_estab,raz_social,clave_norm,codigo_act,nombre_act,per_ocu,estrato_min,cod_postal,cve_ent,entidad,cve_mun,municipio,localidad,nomb_asent,nom_vial,numero_ext,dominio_correo,www,latitud,longitud,fecha_alta,sitios_nacionales,piso_aplicado,motivo_ingreso,es_punto_venta,excluido_por
2026-05,12331572,19039311422000204000000000U5,COMERCIALIZADORA TRENT,COMERCIALIZADORA TRENT,COMERCIALIZADORA TRENT,311422,Conservación de frutas y verduras por procesos distintos a la congelación y la deshidratación,31 a 50 personas,31,64000,19,Nuevo León,039,Monterrey,Monterrey,CENTRO,GENERAL JERONIMO TREVIÑO,1127,,WWW.TRENT.COM.MX,25.68036339,-100.3034608,2026-04,,101,pendiente_rescate,no,
2026-05,9424683,19039312111000253001008421S0,COMPAÑIA TOPO CHICO,COMPAÑIA TOPO CHICO,COMPANIA TOPO CHICO,312111,Elaboración de refrescos y otras bebidas no alcohólicas,251 y más personas,251,64260,19,Nuevo León,039,Monterrey,Monterrey,TOPO CHICO,SALINAS,1417,arcacontal.com,,25.73498502,-100.32748452,2023-11,,51,piso_estrato,no,
2026-05,6269431,19039311940000053002000000U7,DEPSSA,DISTRIBUIDORA Y ENVASADORA DE PRODUCTOS DE SODIO,DISTRIBUIDORA Y ENVASADORA DE PRODUCTOS DE SODIO,311940,Elaboración de condimentos y aderezos,31 a 50 personas,31,64420,19,Nuevo León,039,Monterrey,Monterrey,PROGRESO,PEDRO VÉLEZ,2460,depssa.com,WWW.DEPSSA.COM,25.69641122,-100.3357227,2010-07,,101,pendiente_rescate,no,
2026-05,3038856,19039722219022243021000000U0,DULCES MARELY,DULCES MARELY,DULCES MARELY,311340,"Elaboración de dulces, chicles y productos de confitería que no sean de chocolate",31 a 50 personas,31,64800,19,Nuevo León,039,Monterrey,Monterrey,BUENOS AIRES,ELENO RODRIGUEZ,416,yahoo.com.mx,,25.66382009,-100.28573071,2010-07,,101,pendiente_rescate,no,
2026-05,6366624,19039311340000285002000000U8,FABRICA DE DULCES RAVI,FABRICA DE DULCES RAVI,FABRICA DE DULCES RAVI,311340,"Elaboración de dulces, chicles y productos de confitería que no sean de chocolate",51 a 100 personas,51,64260,19,Nuevo León,039,Monterrey,Monterrey,LOMAS DE ANÁHUAC,BUSTAMANTE,801,ravi.com.mx,WWW.RAVI.COM.MX,25.73539489,-100.32112743,2010-07,,101,pendiente_rescate,no,
2026-05,6810746,19039311910000334002000000U4,GENAPRO,GENAPRO,GENAPRO,311910,Elaboración de botanas,101 a 250 personas,101,64260,19,Nuevo León,039,Monterrey,Monterrey,TOPO CHICO,GENERAL BERNARDO REYES,6633,genapro.com.mx,WWW.GENAPRO.COM.MX,25.73630751,-100.33263782,2017-11,,101,piso_estrato,no,
2026-05,6269738,19039311212000015000000000U0,HARINERA MONTERREY,HARINERA MONTERREY,HARINERA MONTERREY,311212,Elaboración de harina de trigo,101 a 250 personas,101,64480,19,Nuevo León,039,Monterrey,Monterrey,INDUSTRIAL,CRISTÓBAL COLÓN,2313,molineramx.com,,25.68718552,-100.33459779,2010-07,,101,piso_estrato,no,
2026-05,6421022,19039311520000522000008152S1,HELADOS SULTANA WALMART CHAPULTEPEC,HELADOS SULTANA DE MONTERREY,HELADOS SULTANA DE MONTERREY,311520,Elaboración de helados y paletas,101 a 250 personas,101,64800,19,Nuevo León,039,Monterrey,Monterrey,BUENOS AIRES,CHAPULTEPEC,1836,,,25.66665504,-100.28030151,2010-07,,51,piso_estrato,si,punto de venta: Walmart (WALMART)
2026-05,6421039,19039311520000512000008152S2,HELADOS SULTANA SAN JOSÉ,HELADOS SULTANA DE MONTERREY,HELADOS SULTANA DE MONTERREY,311520,Elaboración de helados y paletas,101 a 250 personas,101,64330,19,Nuevo León,039,Monterrey,Monterrey,SAN JORGE,SAN JOS,2810,,,25.72051913,-100.36236499,2010-07,,51,piso_estrato,si,"cadena de puntos de venta: 10 sitios, 9 en ZM Monterrey, estrato identico 101, sin marca de planta, en colonia"
2026-05,6699497,19039311513000111000008152S8,HELADOS SULTANA HEB PUERTA DE HIERRO,HELADOS SULTANA DE MONTERREY,HELADOS SULTANA DE MONTERREY,311513,Elaboración de derivados y fermentos lácteos,101 a 250 personas,101,64349,19,Nuevo León,039,Monterrey,Monterrey,PUERTA DE HIERRO,PASEO DE LOS LEONES,8901,,,25.74141803,-100.41419762,2016-01,,51,piso_estrato,si,punto de venta: HEB (HEB)
2026-05,6699444,19039311520000771101000000U4,BONLATTI,INDUSTRIA DE PRODUCTOS LACTEOS Y HELADOS,INDUSTRIA DE PRODUCTOS LACTEOS Y HELADOS,311520,Elaboración de helados y paletas,51 a 100 personas,51,64950,19,Nuevo León,039,Monterrey,Monterrey,MEDEROS,PABLO QUIROGA,4118,bonlatti.com.mx,,25.60857213,-100.27196685,2016-01,,51,piso_estrato,no,
2026-05,6269199,19039311930000064001000000U5,INDUSTRIAL ORGANICA,INDUSTRIAL ORGANICA,INDUSTRIAL ORGANICA,311930,"Elaboración de concentrados, polvos, jarabes y esencias de sabor para bebidas",51 a 100 personas,51,64260,19,Nuevo León,039,Monterrey,Monterrey,TOPO CHICO,ALMAZÁN,100,iosa.com.mx,WWW.IOSA.COM.MX,25.73747485,-100.32275091,2014-12,,101,pendiente_rescate,no,
2026-05,6373238,19039311940000075001009119M0,INDUSTRIAS TROFOS,INDUSTRIAS TROFOS,INDUSTRIAS TROFOS,311820,Elaboración de galletas y pastas para sopa,31 a 50 personas,31,64000,19,Nuevo León,039,Monterrey,Monterrey,CENTRO,ISAAC GARZA,1502,industriastrofos.com,WWW.INDUSTRIASTROFOS.COM,25.6790047,-100.3002126,2010-07,,101,pendiente_rescate,no,
2026-05,6366053,19039311340000296000000000U5,LA IMPERIAL,LA IMPERIAL,LA IMPERIAL,311340,"Elaboración de dulces, chicles y productos de confitería que no sean de chocolate",101 a 250 personas,101,64000,19,Nuevo León,039,Monterrey,Monterrey,CENTRO,VENUSTIANO CARRANZA,820,laimperial.com.mx,,25.68454999,-100.3307579,2010-07,,101,piso_estrato,no,
2026-05,12320251,19039311212000105000007209S9,MOLINERA DE MEXICO,MOLINERA DE MEXICO,MOLINERA DE MEXICO,311212,Elaboración de harina de trigo,51 a 100 personas,51,64480,19,Nuevo León,039,Monterrey,Monterrey,INDUSTRIAL,CRISTOBAL COLON,2313,,GTRIMEX.MX,25.68718641,-100.33460583,2026-04,,101,pendiente_rescate,no,
2026-05,7961788,19039311910000352001046907M6,NIXTAMART,NIXTAMART,NIXTAMART,311910,Elaboración de botanas,31 a 50 personas,31,64290,19,Nuevo León,039,Monterrey,Monterrey,HIDALGO,RAMÓN CORRAL,698,gmail.com,,25.70908109,-100.3196702,2019-11,,101,pendiente_rescate,no,
2026-05,9337688,19039311222000096000000000U9,LIRIO,OLEOALIMENTOS,OLEOALIMENTOS,311222,Elaboración de aceites y grasas vegetales comestibles,101 a 250 personas,101,64010,19,Nuevo León,039,Monterrey,Monterrey,OBRERA,AGUSTÍN MELGAR,600,productoslirio.com,WWW.PRODUCTOSLIRIO.COM,25.67890269,-100.29660069,2021-05,,101,piso_estrato,no,
2026-05,6367529,19039311812002843012009018S0,PANADERIA Y PASTELERIA SAN JOSE,PANADERIA Y PASTELERIA REGIOMONTANA,PANADERIA Y PASTELERIA REGIOMONTANA,311811,Panificación industrial,101 a 250 personas,101,64150,19,Nuevo León,039,Monterrey,Monterrey,ALVARO OBREGN,SITIO DE MAZATLÁN,5445,pasteleriasanjose.com,WWW.PASTELERIASANJOSE.COM,25.73170419,-100.3694622,2014-12,,101,piso_estrato,no,
2026-05,6366127,19039431122000296001000000U2,POLLOS VIDAURRI,POLLOS VIDAURRI,POLLOS VIDAURRI,311612,"Corte y empacado de carne de ganado, aves y otros animales comestibles",251 y más personas,251,64520,19,Nuevo León,039,Monterrey,Monterrey,VICTORIA,ADOLFO RUÍZ CORTINES,6200,vidaurri.mx,WWW.POLLOSVIDAURRI.COM.MX,25.70389472,-100.30376653,2010-07,,101,piso_estrato,no,
2026-05,2968229,19039311613000185002000000U0,PROCESADORA Y COMERCIALIZADORA CONAGRO,PROCESADORA Y COMERCIALIZADORA CONAGRO,PROCESADORA Y COMERCIALIZADORA CONAGRO,311613,"Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles",101 a 250 personas,101,64440,19,Nuevo León,039,Monterrey,Monterrey,INDUSTRIAL,MIGUEL BARRAGÁN,811,conagro.com,,25.69271559,-100.3196619,2014-12,,101,piso_estrato,no,
2026-05,6367197,19039311940000064002000000U4,PRODUCTOS CIERVO,PRODUCTOS CIERVO,PRODUCTOS CIERVO,311940,Elaboración de condimentos y aderezos,51 a 100 personas,51,64260,19,Nuevo León,039,Monterrey,Monterrey,TOPO CHICO,LAMPAZOS,1151,prodigy.net.mx,WWW.PRODUCTOSCIERVO.COM.MX,25.73683599,-100.32427847,2010-07,,101,pendiente_rescate,no,
2026-05,6870419,19039431191000173011004096S8,PRODUCTOS RICH_OFICINA DE REPRESENTACION _NUEVO LEON,PRODUCTOS RICH,PRODUCTOS RICH,311811,Panificación industrial,31 a 50 personas,31,64040,19,Nuevo León,039,Monterrey,Monterrey,OBISPADO,CONSTITUCIÓN,2100,rich.com,WWW.RICHS.COM.MX,25.67423735,-100.34615632,2019-04,,101,pendiente_rescate,no,
2026-05,6366702,19039311613000127000046042M2,PROSAZON,PROSAZON,PROSAZON,311613,"Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles",251 y más personas,251,64530,19,Nuevo León,039,Monterrey,Monterrey,LAS FLORES,MAGNOLIA,3270,prosazon.com,WWW.PROSAZON.COM,25.69519168,-100.2802304,2010-07,,101,piso_estrato,no,
2026-05,6372723,19039311613000136000008173S3,QUALTIA ALIMENTOS OPERACIONES RTE MTY,QUALTIA ALIMENTOS OPERACIONES,QUALTIA ALIMENTOS OPERACIONES,311613,"Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles",101 a 250 personas,101,64380,19,Nuevo León,039,Monterrey,Monterrey,BUROCRATAS DEL ESTADO,GREGORIO SALINAS VERONA,128,qualtia.com,WWW.QUALTIA.COM.MX,25.71210434,-100.36698245,2010-07,,101,piso_estrato,no,
2026-05,6366582,19039311612000036011000000U7,RETSA,RASTRO EMPACADORA TREVIÑO,RASTRO EMPACADORA TREVINO,311612,"Corte y empacado de carne de ganado, aves y otros animales comestibles",31 a 50 personas,31,64440,19,Nuevo León,039,Monterrey,Monterrey,INDUSTRIAL,MIGUEL BARRAGÁN,663,rets-a.com,,25.69270886,-100.31832623,2010-07,,101,pendiente_rescate,no,
2026-05,6858704,19039311422000157001000000U5,REGULES INDUSTRIAS,REGULES INDUSTRIAS,REGULES INDUSTRIAS,311422,Conservación de frutas y verduras por procesos distintos a la congelación y la deshidratación,101 a 250 personas,101,64060,19,Nuevo León,039,Monterrey,Monterrey,DEPORTIVO OBISPADO,LICENCIADO JOSÉ BENÍTEZ,22235,hotmail.com,,25.67898996,-100.3457645,2019-04,,101,piso_estrato,no,
2026-05,6365038,19039311613000117000008269M3,SIGMA ALIMENTOS NORESTE,SIGMA ALIMENTOS NORESTE,SIGMA ALIMENTOS NORESTE,311613,"Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles",251 y más personas,251,64800,19,Nuevo León,039,Monterrey,Monterrey,BUENOS AIRES,JESÚS CANTÚ LEAL,1320,sigma-alimentos.com,,25.65935894,-100.2840832,2010-07,,101,piso_estrato,no,
2026-05,6856924,19039311811000085001000000U2,SOCIEDAD COOPERATIVA DE PRODUCCION LA ESTRELLA ROJA,SOCIEDAD COOPERATIVA DE PRODUCCION LA ESTRELLA ROJA,SOCIEDAD COOPERATIVA DE PRODUCCION LA ESTRELLA ROJA,311811,Panificación industrial,101 a 250 personas,101,64440,19,Nuevo León,039,Monterrey,Monterrey,INDUSTRIAL,GENERAL BERNARDO REYES,1810,laestrellaroja.com.mx,WWW.LAESTRELLAROJA.COM.MX,25.69379692,-100.3240322,2019-04,,101,piso_estrato,no,
2026-05,8970718,19039311910000521001000000U6,TOSTADAS TOSTIMEX,TOSTADAS TOSTIMEX,TOSTADAS TOSTIMEX,311910,Elaboración de botanas,31 a 50 personas,31,64510,19,Nuevo León,039,Monterrey,Monterrey,COYOACÁN,ADOLFO RUIZ CORTINES,2527,gmail.com,,25.70381219,-100.28428492,2019-11,,101,pendiente_rescate,no,
2026-05,6235072,19044311513000034000005838S2,SIGMA ALIMENTOS LACTEOS,SIGMA ALIMENTOS LACTEOS,SIGMA ALIMENTOS LACTEOS,311513,Elaboración de derivados y fermentos lácteos,251 y más personas,251,65200,19,Nuevo León,044,Sabinas Hidalgo,Ciudad Sabinas Hidalgo,SONORA,ANTONIO SOLÍS,1600,sigma-alimentos.com,,26.50453887,-100.19710666,2010-07,,51,piso_estrato,no,
2026-05,12331568,19045311422000027000000000U7,BEBIDAS PARA LA SALUD DE MEXICO,BEBIDAS PARA LA SALUD DE MEXICO,BEBIDAS PARA LA SALUD DE MEXICO,311422,Conservación de frutas y verduras por procesos distintos a la congelación y la deshidratación,251 y más personas,251,65500,19,Nuevo León,045,Salinas Victoria,Interpuerto Monterrey,INTERPUERTO,PUERTO DE MONTREAL,107,,,25.91121638,-100.29696193,2026-04,,101,piso_estrato,no,
2026-05,6862071,19045311211000016001000000U7,MEXICANA DE ARROZ,MEXICANA DE ARROZ,MEXICANA DE ARROZ,311211,Beneficio del arroz,251 y más personas,251,65500,19,Nuevo León,045,Salinas Victoria,Morales [Estación],MAMULIQUE,CARRETERA A COLOMBIA KM 34+400,34,mexicanadearroz.com.mx,,26.05754667,-100.3033728,2019-04,,101,piso_estrato,no,
2026-05,6882822,19045311820000011111041781S6,PRODUCTOS MONDELEZ PLANTA MONTERREY,MONDELEZ MEXICO,MONDELEZ MEXICO,311340,"Elaboración de dulces, chicles y productos de confitería que no sean de chocolate",251 y más personas,251,66500,19,Nuevo León,045,Salinas Victoria,Interpuerto Monterrey,INTERPUERTO MONTERREY,NINGUNO,,mdlz.com,WWW.MONDELEZ.COM,25.89789891,-100.28911623,2019-04,,101,piso_estrato,no,
2026-05,9287069,19045431180000013011041781S6,MONDELEZ MEXICO,MONDELEZ MEXICO,MONDELEZ MEXICO,311340,"Elaboración de dulces, chicles y productos de confitería que no sean de chocolate",251 y más personas,251,65513,19,Nuevo León,045,Salinas Victoria,Interpuerto Monterrey,INTERPUERTO MONTERREY,BOULEVARD INTERPUERTO,,,,25.91541173,-100.29386424,2020-11,,101,piso_estrato,no,
2026-05,12320225,19045311110000025000000000U2,PA BACHOCO,PA BACHOCO,PA BACHOCO,311110,Elaboración de alimentos para animales,51 a 100 personas,51,65500,19,Nuevo León,045,Salinas Victoria,Salinas Victoria,AGRARISTA,CARRETERA A COLOMBIA,1104,,WWW.BACHOCO.COM.MX,25.97398637,-100.28420817,2026-04,,101,pendiente_rescate,no,
2026-05,6370210,19046431199000064010005613S7,AGYDSA,ACEITES GRASAS Y DERIVADOS,ACEITES GRASAS Y DERIVADOS,311222,Elaboración de aceites y grasas vegetales comestibles,51 a 100 personas,51,66480,19,Nuevo León,046,San Nicolás de los Garza,San Nicolás de los Garza,DIAZ ORDAZ,LICENCIADO GUSTAVO DÍAZ ORDÁZ,310,hotmail.com,AGYDSA.NET,25.71178357,-100.27157172,2010-07,,101,pendiente_rescate,no,
2026-05,9433471,19039311811000147000002859S0,1084 CAJA MARINELA MONTERREY,BIMBO,BIMBO,311811,Panificación industrial,251 y más personas,251,66490,19,Nuevo León,046,San Nicolás de los Garza,San Nicolás de los Garza,PEÑA GUERRA,ANTIGUO CAMINO A APODACA,203,grupobimbo.com,WWW.GRUPOBIMBO.COM,25.72146526,-100.25792612,2023-11,,101,piso_estrato,no,
2026-05,6862350,19046311110000034000000000U2,CORPORACION SANTA FE,CORPORACION SANTA FE,CORPORACION SANTA FE,311110,Elaboración de alimentos para animales,31 a 50 personas,31,66477,19,Nuevo León,046,San Nicolás de los Garza,San Nicolás de los Garza,LA FE,GOLFO DE MÉXICO,604,corporacionsantafe.com.mx,WWW.CORPORACIONSANTAFE.COM.MX,25.71982246,-100.2093346,2019-04,,101,pendiente_rescate,no,
2026-05,6368186,19046311512000025001000000U7,D M MEXICANA,D M MEXICANA,D M MEXICANA,311512,"Elaboración de leche en polvo, condensada y evaporada",101 a 250 personas,101,66477,19,Nuevo León,046,San Nicolás de los Garza,San Nicolás de los Garza,LA FE,PUERTO VALLARTA,604,d-mmexicana.com.mx,WWW.D-MMEXICANA.COM.MX,25.72175188,-100.21029566,2010-07,,51,piso_estrato,no,
2026-05,6366854,19046311613000067000000000U5,EMPACADORA SUPREMO DE MONTERREY,EMPACADORA SUPREMO DE MONTERREY,EMPACADORA SUPREMO DE MONTERREY,311613,"Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles",251 y más personas,251,66490,19,Nuevo León,046,San Nicolás de los Garza,San Nicolás de los Garza,LAGRANGE,CALLEJÓN DE SANTO DOMINGO,2115,sigma-alimentos.com,WWW.SIGMA-ALIMENTOS.COM,25.72716855,-100.25937099,2010-07,,101,piso_estrato,no,
2026-05,12333457,19046311930000064000000000U0,FYS CHEMICAL,FYS CHEMICAL,FYS CHEMICAL,311930,"Elaboración de concentrados, polvos, jarabes y esencias de sabor para bebidas",31 a 50 personas,31,66450,19,Nuevo León,046,San Nicolás de los Garza,San Nicolás de los Garza,VALLE DE ANAHUAC,MOCTEZUMA,6603,,WWW.FRYSA.COM.MX,25.73352021,-100.31608372,2026-04,,101,pendiente_rescate,no,
2026-05,6269541,19046561910000064012000000U9,KAR FRI ALIMENTOS,KAR FRI ALIMENTOS,KAR FRI ALIMENTOS,311612,"Corte y empacado de carne de ganado, aves y otros animales comestibles",31 a 50 personas,31,66400,19,Nuevo León,046,San Nicolás de los Garza,San Nicolás de los Garza,CENTRO DE SAN NICOLÁS,GONZALITOS,401,gmail.com,,25.74731598,-100.2924325,2012-06,,101,pendiente_rescate,no,
2026-05,12333472,19046311940000045000000000U8,MICHEMIX,MICHEMIX,MICHEMIX,311940,Elaboración de condimentos y aderezos,51 a 100 personas,51,66440,19,Nuevo León,046,San Nicolás de los Garza,San Nicolás de los Garza,LOS MORALES SEGUNDO SECTOR,TORRES DE SANTO DOMINGO,800,michemix.com,,25.73941128,-100.25179446,2026-04,,101,pendiente_rescate,no,
2026-05,11109627,19046311110000046000008716S6,MNA,MNA DE MEXICO,MNA DE MEXICO,311110,Elaboración de alimentos para animales,101 a 250 personas,101,66477,19,Nuevo León,046,San Nicolás de los Garza,San Nicolás de los Garza,LA FE,ACAPULCO,770,mnademexoco.com,,25.72272387,-100.2067833,2024-11,,101,piso_estrato,no,
2026-05,6368185,19046325411000015001008716S7,MNA DE MEXICO,MNA DE MEXICO,MNA DE MEXICO,311110,Elaboración de alimentos para animales,51 a 100 personas,51,66477,19,Nuevo León,046,San Nicolás de los Garza,San Nicolás de los Garza,LA FE,ACAPULCO,770,mnademexico.com,WWW.MNADEMEXICO.COM,25.72283665,-100.20751291,2010-07,,101,pendiente_rescate,no,
2026-05,6327103,19046311613000077002008173M4,QUALTIA ALIMENTOS OPERACIONES CEDIS MONTERREY,QUALTIA ALIMENTOS OPERACIONES,QUALTIA ALIMENTOS OPERACIONES,311613,"Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles",251 y más personas,251,66470,19,Nuevo León,046,San Nicolás de los Garza,San Nicolás de los Garza,LAGRANGE,CONDUCTORES,600,qualtia.com,WWW.QUALTIA.COM.MX,25.72836835,-100.25364624,2010-07,,101,piso_estrato,no,
2026-05,9282270,19046492110000404000000000U8,REPRESENTACIONES SIERRA MADRE,REPRESENTACIONES SIERRA MADRE,REPRESENTACIONES SIERRA MADRE,311422,Conservación de frutas y verduras por procesos distintos a la congelación y la deshidratación,31 a 50 personas,31,66470,19,Nuevo León,046,San Nicolás de los Garza,San Nicolás de los Garza,LOS MEZQUITES,ADOLFO LOPEZ MATEOS,4120,,,25.73236823,-100.24969838,2020-11,,101,pendiente_rescate,no,
2026-05,6366344,19046311820000027002002570S0,GAMESA PLANTA SAN NICOLAS DE LOS GARZA,SABRITAS,SABRITAS,311820,Elaboración de galletas y pastas para sopa,251 y más personas,251,66450,19,Nuevo León,046,San Nicolás de los Garza,San Nicolás de los Garza,CUAUHTEMOC,REPÚBLICA MEXICANA,225,pepsico.com,PEPSICO.COM.MX,25.72266334,-100.29174935,2014-12,,101,piso_estrato,no,
2026-05,6366323,19046325412000021002008248M3,TROUW NUTRITION MEXICO,TROUW NUTRITION MEXICO,TROUW NUTRITION MEXICO,311110,Elaboración de alimentos para animales,251 y más personas,251,66494,19,Nuevo León,046,San Nicolás de los Garza,San Nicolás de los Garza,CENTRAL DE CARGA,AVENIDA C,1101,trouwnutrition.com,WWW.TROUWNUTRITION.MX,25.70886053,-100.24095411,2010-07,,101,piso_estrato,no,
2026-05,6421018,19019311520000082001008152S8,HELADOS SULTANA SORIANA SAN PEDRO,HELADOS SULTANA SORIANA SAN PEDRO,HELADOS SULTANA SORIANA SAN PEDRO,311520,Elaboración de helados y paletas,251 y más personas,251,66220,19,Nuevo León,019,San Pedro Garza García,San Pedro Garza García,ZONA LOS CALLEJONES,HUMBERTO LOBO,520,,,25.66435822,-100.38165783,2010-07,,51,piso_estrato,si,punto de venta: Soriana (SORIANA)
2026-05,6420650,19019311212000017001000000U8,PASTAS MOLISABA,PASTAS MOLISABA,PASTAS MOLISABA,311820,Elaboración de galletas y pastas para sopa,251 y más personas,251,66210,19,Nuevo León,019,San Pedro Garza García,San Pedro Garza García,LA LEONA,LICENCIADO GUSTAVO DÍAZ ORDAZ,333,grupoharinas.com.mx,WWW.GRUPOHARINAS.COM,25.67483594,-100.41208887,2010-07,,101,piso_estrato,no,
2026-05,6805614,19019311613000036001000000U7,QUALTIA ALIMENTOS SUCURSAL SAN PEDRO,QUALTIA ALIMENTOS OPERACIONES,QUALTIA ALIMENTOS OPERACIONES,311613,"Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles",51 a 100 personas,51,66240,19,Nuevo León,019,San Pedro Garza García,San Pedro Garza García,TAMPIQUITO,DIEGO SALDÍVAR,202,qualtia.com,WWW.QUALTIA.COM.MX,25.65011616,-100.38354881,2017-11,,101,pendiente_rescate,no,
2026-05,3013713,19048311910000023000000000U4,BOTANAS CHE CHE CHE,BOTANAS CHE CHE CHE,BOTANAS CHE CHE CHE,311910,Elaboración de botanas,31 a 50 personas,31,66167,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,MONTENEGRO,MONTE EVEREST,324,hotmail.com,WWW.CHECHECHE.COM.MX,25.66751159,-100.44132279,2010-07,,101,pendiente_rescate,no,
2026-05,6366767,19048311423000026101057110M1,BUENO ALIMENTOS,BUENO ALIMENTOS,BUENO ALIMENTOS,311423,Conservación de guisos y otros alimentos preparados por procesos distintos a la congelación,101 a 250 personas,101,66367,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,INDUSTRIAL UNIDAD NACIONAL DOS,CANADÁ,725,mexicorp.com,WWW.BUENOALIMENTOS.COM,25.68714074,-100.47654871,2010-07,,101,piso_estrato,no,
2026-05,3008628,19048311940000013002000000U2,CHILES Y CONDIMENTOS INDUSTRIALES,CHILES Y CONDIMENTOS INDUSTRIALES,CHILES Y CONDIMENTOS INDUSTRIALES,311940,Elaboración de condimentos y aderezos,31 a 50 personas,31,66358,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,ZIMIX,TERCERA AVENIDA,850,chiconsa.com.mx,WWW.CHICONSA.COM.MX,25.68165764,-100.46981612,2010-07,,101,pendiente_rescate,no,
2026-05,6367935,19048311423000015000000000U4,COCTELES Y SABORES,COCTELES Y SABORES,COCTELES Y SABORES,311423,Conservación de guisos y otros alimentos preparados por procesos distintos a la congelación,51 a 100 personas,51,66120,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,SAN HUMBERTO,NINGUNO,708,coctelesysabores.com.mx,WWW.COCTELESYSABORES.COM.MX,25.68707288,-100.43416423,2010-07,,101,pendiente_rescate,no,
2026-05,6370462,19048311910000076003012146M2,COMERCIALIZADORA GONAC MATRIZ,COMERCIALIZADORA GONAC,COMERCIALIZADORA GONAC,311910,Elaboración de botanas,251 y más personas,251,66367,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,INDUSTRIAL MARTEL,BRASIL,205,gonac.com.mx,WWW.GONAC.COM.MX,25.68952063,-100.47720744,2010-07,,101,piso_estrato,no,
2026-05,6371249,19048311512000014001000000U7,DESHIDRATADOS ALIMENTICIOS E INDUSTRIALES,DESHIDRATADOS ALIMENTICIOS E INDUSTRIALES,DESHIDRATADOS ALIMENTICIOS E INDUSTRIALES,311512,"Elaboración de leche en polvo, condensada y evaporada",51 a 100 personas,51,66149,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,TRABAJADORES,25 DE MAYO,137,hotmail.com,,25.67739934,-100.426894,2024-05,,51,piso_estrato,no,
2026-05,6778452,19048311340000135100010237S6,EFFEM MEXICO INC Y CIA,EFFEM MEXICO INC Y COMPAÑIA,EFFEM MEXICO INC Y COMPANIA,311340,"Elaboración de dulces, chicles y productos de confitería que no sean de chocolate",251 y más personas,251,66358,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,ZIMIX,GALAXIAS,701,effem.com,WWW.MATREMEXICO.COM,25.68165085,-100.47635729,2017-03,,101,piso_estrato,no,
2026-05,8689220,19048311940000064000000000U5,EL TEXANO,EL TEXANO INTERNACIONAL,EL TEXANO INTERNACIONAL,311940,Elaboración de condimentos y aderezos,31 a 50 personas,31,66358,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,ZIMIX,DIONISIO DE HERRERA,,,,25.67882152,-100.47743254,2019-11,,101,pendiente_rescate,no,
2026-05,10954674,19048311930000026000000000U5,GENETICA,GENETICA,GENETICA,311930,"Elaboración de concentrados, polvos, jarabes y esencias de sabor para bebidas",101 a 250 personas,101,66149,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,TRABAJADORES,20 DE NOVIEMBRE,100,,,25.67701176,-100.41938269,2024-11,,101,piso_estrato,no,
2026-05,6235084,19048311423000036001008873M0,GRIFFITH FOODS,GRIFFITH FOODS,GRIFFITH FOODS,311423,Conservación de guisos y otros alimentos preparados por procesos distintos a la congelación,251 y más personas,251,66362,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,PIO XII,NINGUNO,537,griffithfoods.com,,25.68523417,-100.46240295,2010-07,,101,piso_estrato,no,
2026-05,9437283,19048312111000066000000000U7,GRUPO IDRAPOWER,GRUPO IDRAPOWER,GRUPO IDRAPOWER,312111,Elaboración de refrescos y otras bebidas no alcohólicas,101 a 250 personas,101,67999,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,MARTECHOP,ESPAÑA,410,grupoidrapower.com,IDRAPOWER.COM,25.69008519,-100.47585894,2023-11,,51,piso_estrato,no,
2026-05,6369620,19048311213000016001021638M7,HARI MASA,HARI MASA,HARI MASA,311213,Elaboración de harina de maíz,251 y más personas,251,66350,19,Nuevo León,048,Santa Catarina,Ciudad Santa Catarina,FINSA UNO,CARRETERA A VILLA GARCÍA KM 2+500,,harimasa.com,WWW.HARIMASA.COM,25.71490863,-100.51939769,2014-12,,101,piso_estrato,no,
